trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
6,NCT02884362,Not PM,,,,,,,,,
6,NCT02902029,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT02902042,Not PM,,,,,,,,,
6,NCT02906943,Not PM,,,,,,,,,
6,NCT02910700,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT02922283,Not PM,,,,,,,,,
6,NCT02941744,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT02942706,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT02967692,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT02975700,Human PM,More Specific,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT02981303,Not PM,,,,,,,,,
6,NCT02993315,Not PM,,,,,,,,,
6,NCT02993731,Not PM,,,,,,,,,
6,NCT03000374,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT03049345,Not PM,,,,,,,,,
6,NCT03051035,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT03054584,Not PM,,,,,,,,,
6,NCT03087071,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT03101254,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,NCT03102866,Not PM,,,,,,,,,
7,NCT00000421,Not PM,,,,,,,,,
7,NCT00002822,Not PM,,,,,,,,,
7,NCT00003002,Not PM,,,,,,,,,
7,NCT00003159,Not PM,,,,,,,,,
7,NCT00003284,Not PM,,,,,,,,,
7,NCT00005778,Not PM,,,,,,,,,
7,NCT00005850,Not PM,,,,,,,,,
7,NCT00006017,Not PM,,,,,,,,,
7,NCT00019006,Not PM,,,,,,,,,
7,NCT00020202,Not PM,,,,,,,,,
7,NCT00024076,Not PM,,,,,,,,,
7,NCT00029003,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00030641,Not PM,,,,,,,,,
7,NCT00042835,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00042991,Human PM,Not Disease,Missing Gene,EGFR (L858R),,,,,Excludes,Not Discussed
7,NCT00049543,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00050830,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00050960,Not PM,,,,,,,,,
7,NCT00054691,Human PM,Not Disease,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00062270,Not PM,,,,,,,,,
7,NCT00066404,Not PM,,,,,,,,,
7,NCT00068497,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00071175,Not PM,,,,,,,,,
7,NCT00073008,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00073398,Not PM,,,,,,,,,
7,NCT00073528,Not PM,,,,,,,,,
7,NCT00074373,Not PM,,,,,,,,,
7,NCT00075270,Human PM,Not Disease,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00076752,Not PM,,,,,,,,,
7,NCT00077064,Not PM,,,,,,,,,
7,NCT00081302,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00084409,Human PM,Exact,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00087269,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00087412,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00091663,Not PM,,,,,,,,,
7,NCT00098501,Not PM,,,,,,,,,
7,NCT00102505,Not PM,,,,,,,,,
7,NCT00117962,Not PM,,,,,,,,,
7,NCT00118144,Not PM,,,,,,,,,
7,NCT00118183,Not PM,,,,,,,,,
7,NCT00123747,Not PM,,,,,,,,,
7,NCT00124280,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00126581,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00155116,Not PM,,,,,,,,,
7,NCT00155532,Not PM,,,,,,,,,
7,NCT00173680,Not PM,,,,,,,,,
7,NCT00173875,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00185913,Not PM,,,,,,,,,
7,NCT00188162,Not PM,,,,,,,,,
7,NCT00206492,Not PM,,,,,,,,,
7,NCT00217698,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00218179,Not PM,,,,,,,,,
7,NCT00222183,Not PM,,,,,,,,,
7,NCT00224406,Not PM,,,,,,,,,
7,NCT00242723,Not PM,,,,,,,,,
7,NCT00252707,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00257179,Not PM,,,,,,,,,
7,NCT00265785,Not PM,,,,,,,,,
7,NCT00288054,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00292552,Not PM,,,,,,,,,
7,NCT00294736,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00301119,Not PM,,,,,,,,,
7,NCT00305617,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00315185,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00323089,Not PM,,,,,,,,,
7,NCT00323869,Not PM,,,,,,,,,
7,NCT00339586,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00343291,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00344773,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Excludes
7,NCT00364780,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00365183,Not PM,,,,,,,,,
7,NCT00373425,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00385996,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00387127,Human PM,Not Disease,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00390429,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00392093,Not PM,,,,,,,,,
7,NCT00401778,Not PM,,,,,,,,,
7,NCT00406276,Not PM,,,,,,,,,
7,NCT00420732,Not PM,,,,,,,,,
7,NCT00424255,Human PM,Not Disease,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00433407,Not PM,,,,,,,,,
7,NCT00436566,Not PM,,,,,,,,,
7,NCT00438204,Not PM,,,,,,,,,
7,NCT00441220,Not PM,,,,,,,,,
7,NCT00442520,Human PM,Exact,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00444015,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00446225,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00450567,Not PM,,,,,,,,,
7,NCT00452075,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00462995,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00471978,Not PM,,,,,,,,,
7,NCT00483639,Not PM,,,,,,,,,
7,NCT00503971,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00504374,Not PM,,,,,,,,,
7,NCT00512694,Not PM,,,,,,,,,
7,NCT00513591,Not PM,,,,,,,,,
7,NCT00522639,Not PM,,,,,,,,,
7,NCT00533949,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00534027,Not PM,,,,,,,,,
7,NCT00540280,Not PM,,,,,,,,,
7,NCT00550537,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00551850,Human PM,More General,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00556322,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00564733,Not PM,,,,,,,,,
7,NCT00567359,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00570401,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00577707,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00578084,Not PM,,,,,,,,,
7,NCT00578149,Not PM,,,,,,,,,
7,NCT00579683,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00588445,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00600587,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00601848,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00616499,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00620269,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Excludes
7,NCT00621049,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00655928,Not PM,,,,,,,,,
7,NCT00659217,Not PM,,,,,,,,,
7,NCT00673569,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00681512,Not PM,,,,,,,,,
7,NCT00693836,Not PM,,,,,,,,,
7,NCT00701558,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00708916,Not PM,,,,,,,,,
7,NCT00709878,Not PM,,,,,,,,,
7,NCT00717002,Not PM,,,,,,,,,
7,NCT00717847,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00723957,Not PM,,,,,,,,,
7,NCT00730002,Not PM,,,,,,,,,
7,NCT00733252,Not PM,,,,,,,,,
7,NCT00738881,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00746759,Not PM,,,,,,,,,
7,NCT00752076,Not PM,,,,,,,,,
7,NCT00752531,Not PM,,,,,,,,,
7,NCT00756470,Not PM,,,,,,,,,
7,NCT00769652,Not PM,,,,,,,,,
7,NCT00774852,Not PM,,,,,,,,,
7,NCT00777699,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00778167,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00779389,Not PM,,,,,,,,,
7,NCT00801385,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00815971,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00818441,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00830245,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00861627,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00874419,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00875433,Human PM,More General,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00897143,Not PM,,,,,,,,,
7,NCT00897234,Not PM,,,,,,,,,
7,NCT00898209,Not PM,,,,,,,,,
7,NCT00898313,Not PM,,,,,,,,,
7,NCT00899405,Not PM,,,,,,,,,
7,NCT00899756,Not PM,,,,,,,,,
7,NCT00903292,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00905463,Not PM,,,,,,,,,
7,NCT00918203,Not PM,,,,,,,,,
7,NCT00922584,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00923884,Not PM,,,,,,,,,
7,NCT00973427,Not PM,,,,,,,,,
7,NCT00976300,Not PM,,,,,,,,,
7,NCT00976677,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00977470,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00983307,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00985998,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00989690,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT00997230,Not PM,,,,,,,,,
7,NCT01004510,Not PM,,,,,,,,,
7,NCT01004731,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01012401,Not PM,,,,,,,,,
7,NCT01023828,Not PM,,,,,,,,,
7,NCT01024413,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01026025,Not PM,,,,,,,,,
7,NCT01026467,Not PM,,,,,,,,,
7,NCT01040312,Not PM,,,,,,,,,
7,NCT01049776,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01058811,Not PM,,,,,,,,,
7,NCT01066884,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01079481,Not PM,,,,,,,,,
7,NCT01081496,Not PM,,,,,,,,,
7,NCT01090011,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01091376,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01100840,Not PM,,,,,,,,,
7,NCT01106781,Not PM,,,,,,,,,
7,NCT01116219,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01124669,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01124864,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01130285,Not PM,,,,,,,,,
7,NCT01137162,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01140958,Human PM,Exact,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01141686,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01141842,Not PM,,,,,,,,,
7,NCT01141946,Not PM,,,,,,,,,
7,NCT01143545,Not PM,,,,,,,,,
7,NCT01147562,Not PM,,,,,,,,,
7,NCT01153399,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01163058,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01167972,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01169857,Not PM,,,,,,,,,
7,NCT01171924,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01184482,Human PM,More General,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01185314,Not PM,,,,,,,,,
7,NCT01192256,Not PM,,,,,,,,,
7,NCT01193829,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01204099,Not PM,,,,,,,,,
7,NCT01207986,Not PM,,,,,,,,,
7,NCT01218529,Human PM,Exact,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01226147,Not PM,,,,,,,,,
7,NCT01255150,Not PM,,,,,,,,,
7,NCT01258868,Not PM,,,,,,,,,
7,NCT01260181,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01280448,Not PM,,,,,,,,,
7,NCT01287754,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01306045,Human PM,Exact,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01310036,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01312337,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01320059,Not PM,,,,,,,,,
7,NCT01342965,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01359436,Not PM,,,,,,,,,
7,NCT01360931,Not PM,,,,,,,,,
7,NCT01363557,Not PM,,,,,,,,,
7,NCT01372384,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01382992,Not PM,,,,,,,,,
7,NCT01383408,Not PM,,,,,,,,,
7,NCT01385722,Not PM,,,,,,,,,
7,NCT01386203,Not PM,,,,,,,,,
7,NCT01391260,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01399541,Not PM,,,,,,,,,
7,NCT01405079,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01407822,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01415011,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01416688,Human PM,More General,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01452971,Not PM,,,,,,,,,
7,NCT01454102,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01466660,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01480141,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01487265,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01487499,Not PM,,,,,,,,,
7,NCT01498562,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01499355,Not PM,,,,,,,,,
7,NCT01504542,Human PM,More Specific,Different Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01510067,Not PM,,,,,,,,,
7,NCT01514877,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Not Discussed
7,NCT01515969,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT01520155,Not PM,,,,,,,,,
7,NCT01522833,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01525199,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01526928,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01528488,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT01532089,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01537991,Not PM,,,,,,,,,
7,NCT01542437,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01556191,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01560104,Not PM,,,,,,,,,
7,NCT01562028,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01565538,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01580332,Not PM,,,,,,,,,
7,NCT01580579,Not PM,,,,,,,,,
7,NCT01585675,Not PM,,,,,,,,,
7,NCT01593995,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT01595217,Not PM,,,,,,,,,
7,NCT01605214,Not PM,,,,,,,,,
7,NCT01609543,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01619501,Not PM,,,,,,,,,
7,NCT01623102,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01631136,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01646125,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01649947,Not PM,,,,,,,,,
7,NCT01660087,Not PM,,,,,,,,,
7,NCT01663155,Not PM,,,,,,,,,
7,NCT01665417,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01670786,Not PM,,,,,,,,,
7,NCT01683175,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01692951,Not PM,,,,,,,,,
7,NCT01697163,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01700400,Not PM,,,,,,,,,
7,NCT01705184,Not PM,,,,,,,,,
7,NCT01708954,Not PM,,,,,,,,,
7,NCT01710319,Not PM,,,,,,,,,
7,NCT01712529,Not PM,,,,,,,,,
7,NCT01714908,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01717105,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01724801,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01732276,Human PM,Not Disease,Different Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01746277,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT01754025,Not PM,,,,,,,,,
7,NCT01765842,Not PM,,,,,,,,,
7,NCT01767974,Not PM,,,,,,,,,
7,NCT01773616,Not PM,,,,,,,,,
7,NCT01774578,Not PM,,,,,,,,,
7,NCT01774721,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01775943,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01776684,Not PM,,,,,,,,,
7,NCT01788163,Not PM,,,,,,,,,
7,NCT01799395,Not PM,,,,,,,,,
7,NCT01799980,Not PM,,,,,,,,,
7,NCT01802632,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01823094,Not PM,,,,,,,,,
7,NCT01836133,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT01852838,Not PM,,,,,,,,,
7,NCT01854866,Not PM,,,,,,,,,
7,NCT01861223,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01863641,Not PM,,,,,,,,,
7,NCT01866410,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01871480,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT01885754,Not PM,,,,,,,,,
7,NCT01889212,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT01897480,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01914120,Not PM,,,,,,,,,
7,NCT01923415,Not PM,,,,,,,,,
7,NCT01928160,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01928836,Not PM,,,,,,,,,
7,NCT01929200,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01930474,Not PM,,,,,,,,,
7,NCT01932229,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01933347,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01935336,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01949259,Not PM,,,,,,,,,
7,NCT01953926,Human PM,More General,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01955343,Not PM,,,,,,,,,
7,NCT01955421,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT01963533,Not PM,,,,,,,,,
7,NCT01963715,Human PM,More General,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT01967095,Human PM,Exact,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01992666,Not PM,,,,,,,,,
7,NCT01994057,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT01998425,Not PM,,,,,,,,,
7,NCT01999621,Not PM,,,,,,,,,
7,NCT02022995,Human PM,Not Disease,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT02025114,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02034097,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02034344,Not PM,,,,,,,,,
7,NCT02040064,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02044380,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02054078,Not PM,,,,,,,,,
7,NCT02055222,Not PM,,,,,,,,,
7,NCT02064491,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02066038,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02066636,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02069418,Not PM,,,,,,,,,
7,NCT02070497,Not PM,,,,,,,,,
7,NCT02084823,Not PM,,,,,,,,,
7,NCT02098954,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02103257,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02113813,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02132598,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02140333,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02146118,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02151721,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02155465,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02161523,Not PM,,,,,,,,,
7,NCT02162537,Not PM,,,,,,,,,
7,NCT02178397,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Excludes
7,NCT02185040,Not PM,,,,,,,,,
7,NCT02186236,Not PM,,,,,,,,,
7,NCT02191891,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02192697,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02193282,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02195076,Not PM,,,,,,,,,
7,NCT02206763,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02208843,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02250326,Not PM,,,,,,,,,
7,NCT02272127,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02274337,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02282267,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02284633,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02293733,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02296125,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02297425,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02299505,Not PM,,,,,,,,,
7,NCT02309177,Not PM,,,,,,,,,
7,NCT02311361,Not PM,,,,,,,,,
7,NCT02314364,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02318368,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02319525,Not PM,,,,,,,,,
7,NCT02321046,Not PM,,,,,,,,,
7,NCT02323464,Not PM,,,,,,,,,
